type,mcc,mnc,lac,cid,colonne6,long,lat,Colonne9,Colonne10,Colonne11,Colonne12,Colonne13,Colonne14
UMTS,372,1,31001,65707094,0,-72.003886,19.141836,1000,7,1505866542,1505866542,1505866542,0
GSM,372,1,24002,19742,0,-72.21794128418,19.740371704102,1000,5,1375642461,1375642461,1375642461,0
UMTS,372,1,32001,65709384,0,-74.114456176758,18.644485473633,1000,1,1377025587,1377025587,1377025587,0
UMTS,372,1,32001,65709385,0,-74.115829467773,18.645858764648,1000,2,1377375187,1377375187,1377375187,0
UMTS,372,1,36001,65716143,0,-72.829056,19.932986,1000,35,1381857527,1381857527,1381857527,0
UMTS,372,1,36001,65716104,0,-72.824122,19.932442,912,235,1493738058,1493738058,1493738058,0
GSM,372,1,26002,22071,0,-72.829055786133,19.934005737305,1000,1,1379869488,1379869488,1379869488,0
GSM,372,1,26002,22039,0,-72.831802368164,19.93537902832,1000,1,1380292196,1380292196,1380292196,0
UMTS,372,1,37002,65719883,0,-72.27356,18.527756,1000,4,1384686530,1384686530,1384686530,0
UMTS,372,1,31001,3001844,0,-72.006454467773,19.138870239258,1000,20,1385850781,1385850781,1385850781,0
UMTS,372,1,31001,3001902,0,-72.006454467773,19.138870239258,1000,4,1385850351,1385850351,1385850351,0
UMTS,372,1,36001,2769466,0,-72.826309204102,19.93537902832,1000,1,1386145034,1386145034,1386145034,0
UMTS,372,1,36001,3014512,0,-72.826309204102,19.93537902832,1000,1,1386145049,1386145049,1386145049,0
UMTS,372,1,37002,3030146,0,-72.292098999023,18.518142700195,1000,5,1386505281,1386505281,1386505281,0
UMTS,372,1,30001,65702254,0,-72.670441,19.439621,1000,4,1463442868,1463442868,1463442868,0
UMTS,372,1,30001,65702256,0,-72.656209,19.425008,23247,11,1494512309,1494512309,1494512309,0
UMTS,372,1,31001,65708333,0,-72.013168,19.137192,1000,9,1387298679,1387298679,1387298679,0
UMTS,372,1,37001,65653410,0,-72.263259887695,18.579940795898,1000,4,1387724065,1387724065,1387724065,0
GSM,372,1,27004,28913,0,-72.331848,18.526459,1000,18,1452883055,1452883055,1452883055,0
UMTS,372,1,37001,65657449,0,-72.328491,18.525703,1000,742,1452431151,1452431151,1452431151,0
GSM,372,1,15063,11003,0,-72.331924438477,18.526382446289,1000,1,1389567689,1389567689,1389567689,0
GSM,372,1,15062,10475,0,-72.331728,18.526481,1000,14,1390890179,1390890179,1390890179,0
GSM,372,1,15062,10473,0,-72.331924438477,18.526382446289,1000,1,1389568001,1389568001,1389568001,0
GSM,372,1,15063,10671,0,-72.331696,18.526459,1000,18,1390885588,1390885588,1390885588,0
UMTS,372,1,37001,65659419,0,-72.331924,18.530502,1000,2,1446718550,1446718550,1446718550,0
GSM,372,1,15063,12053,0,-72.331924438477,18.526382446289,1000,4,1389572359,1389572359,1389572359,0
GSM,372,1,15063,16781,0,-72.331924438477,18.526382446289,1000,2,1389634336,1389634336,1389634336,0
UMTS,372,1,37001,65657457,0,-72.328507,18.525696,1157,702,1402788552,1402788552,1402788552,0
UMTS,372,1,37001,65657458,0,-72.331679,18.526305,1218,425,1402789264,1402789264,1402789264,0
UMTS,372,1,37001,65654241,0,-72.331728,18.526579,1000,14,1401010935,1401010935,1401010935,0
UMTS,372,1,37001,65655371,0,-72.331924438477,18.526382446289,1000,1,1389573387,1389573387,1389573387,0
UMTS,372,1,37001,65657835,0,-72.331924438477,18.526382446289,1000,1,1389573649,1389573649,1389573649,0
UMTS,372,1,37001,65654021,0,-72.331924438477,18.526382446289,1000,3,1390892236,1390892236,1390892236,0
GSM,372,1,15063,16785,0,-72.330093,18.526382,1000,6,1389702526,1389702526,1389702526,0
UMTS,372,1,37001,65659477,0,-72.330093,18.526382,1000,9,1389703809,1389703809,1389703809,0
GSM,372,1,15063,16783,0,-72.33078,18.526382,1000,6,1389703802,1389703802,1389703802,0
UMTS,372,1,37001,65654550,0,-72.329177856445,18.526382446289,1000,2,1389703815,1389703815,1389703815,0
UMTS,372,1,37002,65724714,0,-72.290725708008,18.526382446289,1000,5,1389609717,1389609717,1389609717,0
UMTS,372,1,37002,65723245,0,-72.290725708008,18.526382446289,1000,4,1389609662,1389609662,1389609662,0
UMTS,372,1,37002,65723243,0,-72.290725708008,18.526382446289,1000,1,1389609590,1389609590,1389609590,0
UMTS,372,1,37002,65724715,0,-72.290725708008,18.526382446289,1000,1,1389609644,1389609644,1389609644,0
GSM,372,1,15053,12711,0,-72.290725708008,18.526382446289,1000,2,1389618604,1389618604,1389618604,0
GSM,372,1,15054,10224,0,-72.290725708008,18.526382446289,1000,2,1389618600,1389618600,1389618600,0
GSM,372,1,27003,29173,0,-72.290725708008,18.526382446289,1000,2,1389609776,1389609776,1389609776,0
GSM,372,1,27003,30643,0,-72.293472,18.531876,1000,2,1468307621,1468307621,1468307621,0
GSM,372,1,27003,28781,0,-72.285732,18.527257,3060,11,1468307621,1468307621,1468307621,0
GSM,372,1,15053,10521,0,-72.290725708008,18.526382446289,1000,1,1389618601,1389618601,1389618601,0
GSM,372,1,27004,30931,0,-72.330551,18.527069,1000,2,1452796603,1452796603,1452796603,0
GSM,372,1,15063,12052,0,-72.331924438477,18.527755737305,1000,1,1389619445,1389619445,1389619445,0
GSM,372,1,37001,28922,0,-72.331924438477,18.526382446289,1000,2,1389634418,1389634418,1389634418,0
UMTS,372,1,27004,65657458,0,-72.331924438477,18.526382446289,1000,1,1389632710,1389632710,1389632710,0
GSM,372,1,27004,28922,0,-72.331924438477,18.526382446289,1000,2,1389634449,1389634449,1389634449,0
UMTS,372,1,27004,65657457,0,-72.331924438477,18.526382446289,1000,1,1389634499,1389634499,1389634499,0
UMTS,372,1,27004,65657449,0,-72.331924438477,18.526382446289,1000,3,1390892391,1390892391,1390892391,0
GSM,372,1,15062,11003,0,-72.329177856445,18.526382446289,1000,1,1389702534,1389702534,1389702534,0
GSM,372,1,15062,11474,0,-72.329177856445,18.526382446289,1000,1,1389702540,1389702540,1389702540,0
GSM,372,1,15061,10974,0,-72.329177856445,18.526382446289,1000,1,1389702542,1389702542,1389702542,0
GSM,372,1,15062,10971,0,-72.329177856445,18.526382446289,1000,1,1389702543,1389702543,1389702543,0
UMTS,372,1,37001,65656438,0,-72.330551147461,18.525009155273,1000,4,1389702982,1389702982,1389702982,0
UMTS,372,1,37001,65722873,0,-72.330551147461,18.525009155273,1000,1,1389703046,1389703046,1389703046,0
UMTS,372,1,37001,65657529,0,-72.330551147461,18.525009155273,1000,1,1389703082,1389703082,1389703082,0
UMTS,372,1,37001,65659278,0,-72.330551147461,18.525009155273,1000,1,1389703146,1389703146,1389703146,0
UMTS,372,1,37001,65659378,0,-72.330551147461,18.525009155273,1000,1,1389703259,1389703259,1389703259,0
UMTS,372,1,37001,65654238,0,-72.331924438477,18.526382446289,1000,1,1390889998,1390889998,1390889998,0
UMTS,372,1,37001,65657361,0,-72.331924438477,18.526382446289,1000,1,1390892233,1390892233,1390892233,0
UMTS,372,1,37002,65719875,0,-72.26738,18.527756,1000,2,1449676167,1449676167,1449676167,0
UMTS,372,1,37002,65719624,0,-72.266006469727,18.527755737305,1000,4,1394705244,1394705244,1394705244,0
UMTS,372,1,33001,65711225,0,-73.092872,18.441963,1597,19,1505871575,1505871575,1505871575,0
GSM,372,1,15074,50022,0,-73.091354370117,18.44123840332,1000,2,1395659507,1395659507,1395659507,0
GSM,372,1,15074,50023,0,-73.091354370117,18.44123840332,1000,1,1395659569,1395659569,1395659569,0
GSM,372,1,27005,24432,0,-72.314224,18.453598,1000,18,1419166333,1419166333,1419166333,0
UMTS,372,1,37002,65722848,0,-72.28385925293,18.520889282227,1000,1,1444291306,1444291306,1444291306,0
UMTS,372,1,37001,65659770,0,-72.326431274414,18.541488647461,1000,1,1468520631,1468520631,1468520631,0
GSM,372,1,27003,25431,0,-72.28118,18.541659,1000,5,1493819379,1493819379,1493819379,0
GSM,372,1,37001,55922,0,-72.331924438477,18.526382446289,1000,1,1399721912,1399721912,1399721912,0
UMTS,372,1,37001,65655580,0,-72.324223,18.537534,1506,4,1506522447,1506522447,1506522447,0
UMTS,372,1,38001,65728865,0,-72.48183,18.231125,1000,19,1425884085,1425884085,1425884085,0
GSM,372,1,28001,32793,0,-72.489029,18.231125,3133,5,1450440567,1450440567,1450440567,0
GSM,372,1,38001,32793,0,-72.48161315918,18.23112487793,1000,1,1400601788,1400601788,1400601788,0
GSM,372,1,27004,28911,0,-72.328568,18.532562,1000,18,1488988653,1488988653,1488988653,0
GSM,372,1,27004,29292,0,-72.335357,18.533249,1000,2,1446718550,1446718550,1446718550,0
UMTS,372,1,37001,65659417,0,-72.331924438477,18.526382446289,1000,1,1401010835,1401010835,1401010835,0
UMTS,372,1,37002,65719635,0,-72.278366088867,18.52912902832,1000,3,1401039998,1401039998,1401039998,0
UMTS,372,1,37001,65654037,0,-72.347030639648,18.542861938477,1000,4,1428486957,1428486957,1428486957,0
UMTS,372,1,37001,65656369,0,-72.3476,18.542669,1392,135,1468354236,1468354236,1468354236,0
UMTS,372,1,34001,65712213,0,-72.181892,19.736023,3414,12,1405102568,1405102568,1405102568,0
GSM,372,1,24002,18702,0,-72.19596862793,19.763717651367,1000,1,1405100446,1405100446,1405100446,0
GSM,372,1,21001,14891,0,-71.735916137695,18.877944946289,1000,9,1408672649,1408672649,1408672649,0
UMTS,372,1,37001,65652968,0,-72.289352416992,18.55110168457,1000,14,1417171703,1417171703,1417171703,0
UMTS,372,1,37001,65653849,0,-72.289352416992,18.55110168457,1000,2,1417171463,1417171463,1417171463,0
GSM,372,1,27002,24372,0,-72.268066,18.608093,1000,2,1455375801,1455375801,1455375801,0
GSM,372,1,23001,17051,0,-72.991738,18.467648,1000,13,1416151549,1416151549,1416151549,0
GSM,372,1,27009,26343,0,-72.926069,18.457129,1175,14,1416154179,1416154179,1416154179,0
GSM,372,1,27009,26383,0,-72.927704,18.457718,1000,6,1416153758,1416153758,1416153758,0
GSM,372,1,27009,26332,0,-72.927932739258,18.457717895508,1000,1,1416153714,1416153714,1416153714,0
GSM,372,1,37002,52813,0,-72.27424621582,18.527755737305,1000,1,1416319377,1416319377,1416319377,0
GSM,372,1,27003,25423,0,-72.274246,18.536682,1000,2,1454220882,1454220882,1454220882,0
GSM,372,1,27003,27013,0,-72.276992797852,18.540115356445,1000,1,1417850780,1417850780,1417850780,0
GSM,372,1,24002,19591,0,-72.248,19.790117,4517,9,1490187552,1490187552,1490187552,0
GSM,372,1,24002,19592,0,-72.267648,19.76824,5333,41,1490187552,1490187552,1490187552,0
GSM,372,1,24001,18461,0,-72.263187,19.765309,8584,19,1455296408,1455296408,1455296408,0
GSM,372,1,24001,19612,0,-72.259646,19.765163,2811,19,1480702224,1480702224,1480702224,0
GSM,372,1,24001,19611,0,-72.270126,19.773331,3316,4,1480702224,1480702224,1480702224,0
GSM,372,1,27002,24371,0,-72.276179,18.614413,1000,3,1494136430,1494136430,1494136430,0
UMTS,372,1,37001,65656337,0,-72.312387,18.624287,6501,5,1505676988,1505676988,1505676988,0
UMTS,372,1,37001,65656340,0,-72.315064,18.61892,2439,6,1420923437,1420923437,1420923437,0
UMTS,372,1,37001,65654807,0,-72.587357,18.527069,1000,2,1456911950,1456911950,1456911950,0
UMTS,372,1,37001,65659338,0,-72.323685,18.524834,1000,47,1422603089,1422603089,1422603089,0
UMTS,372,1,37002,65718675,0,-72.239571,18.59642,1000,4,1446718550,1446718550,1446718550,0
UMTS,372,1,37002,65718673,0,-72.23991394043,18.596420288086,1000,9,1446718550,1446718550,1446718550,0
UMTS,372,1,37001,65655520,0,-72.316818237305,18.544235229492,1000,1,1463387634,1463387634,1463387634,0
UMTS,372,1,37003,65790639,0,-72.290725708008,18.515396118164,1000,1,1468520631,1468520631,1468520631,0
UMTS,372,1,37001,65657451,0,-72.325057983398,18.540115356445,1000,1,1468520631,1468520631,1468520631,0
UMTS,372,1,39001,65730634,0,-73.76564,18.213547,1000,5,1424426904,1424426904,1424426904,0
GSM,372,1,27006,24952,0,-72.280654,18.569989,1000,15,1493377726,1493377726,1493377726,0
GSM,372,1,27004,25482,0,-72.330551147461,18.53874206543,1000,3,1422380975,1422380975,1422380975,0
GSM,372,1,27004,29271,0,-72.319822,18.538141,1000,32,1488468475,1488468475,1488468475,0
GSM,372,1,27007,26982,0,-72.31745,18.541434,1000,50,1488563479,1488563479,1488563479,0
GSM,372,1,27009,27873,0,-72.794723510742,18.431625366211,1000,7,1422193701,1422193701,1422193701,0
GSM,372,1,27004,26902,0,-72.329521,18.538399,1071,4,1453662030,1453662030,1453662030,0
GSM,372,1,27004,25611,0,-72.324893,18.533249,1000,25,1461158663,1461158663,1461158663,0
GSM,372,1,27004,26821,0,-72.333755,18.543015,1000,9,1485795340,1485795340,1485795340,0
GSM,372,1,27007,27042,0,-72.313309,18.542709,1000,9,1485583604,1485583604,1485583604,0
GSM,372,1,27007,26981,0,-72.315011,18.544018,1000,19,1488468475,1488468475,1488468475,0
GSM,372,1,27004,28912,0,-72.324263,18.534839,1000,19,1490610204,1490610204,1490610204,0
GSM,372,1,27005,26921,0,-72.312573,18.546264,1000,33,1506306587,1506306587,1506306587,0
GSM,372,1,27007,31182,0,-72.311616,18.549271,1059,33,1469808070,1469808070,1469808070,0
GSM,372,1,27007,31181,0,-72.310721,18.554178,2561,25,1492232389,1492232389,1492232389,0
GSM,372,1,27007,25222,0,-72.308971,18.55169,1293,7,1464849720,1464849720,1464849720,0
GSM,372,1,27007,25221,0,-72.309363,18.557576,1000,14,1426757916,1426757916,1426757916,0
GSM,372,1,27005,29003,0,-72.30986,18.55806,2242,15,1484823373,1484823373,1484823373,0
GSM,372,1,27006,27452,0,-72.309952,18.561303,1000,7,1426757916,1426757916,1426757916,0
GSM,372,1,27005,26923,0,-72.314071655273,18.545608520508,1000,6,1446481450,1446481450,1446481450,0
GSM,372,1,27004,25601,0,-72.319564819336,18.53874206543,1000,2,1426757915,1426757915,1426757915,0
GSM,372,1,27007,25342,0,-72.309952,18.547054,1000,19,1485583604,1485583604,1485583604,0
GSM,372,1,27007,25223,0,-72.31105,18.555908,1000,10,1426757916,1426757916,1426757916,0
GSM,372,1,27007,27652,0,-72.320742,18.571505,1000,14,1426757916,1426757916,1426757916,0
GSM,372,1,27004,29273,0,-72.320595,18.535995,1000,4,1454494308,1454494308,1454494308,0
GSM,372,1,37001,56962,0,-72.401962280273,18.537368774414,1000,1,1427916546,1427916546,1427916546,0
UMTS,372,1,37002,65718803,0,-72.250900268555,18.588180541992,1000,5,1428762632,1428762632,1428762632,0
UMTS,372,1,37002,65718983,0,-72.227554321289,18.575820922852,1000,4,1431001990,1431001990,1431001990,0
UMTS,372,1,37002,65718923,0,-72.24472,18.580112,1000,8,1451335629,1451335629,1451335629,0
UMTS,372,1,37002,65718915,0,-72.244033813477,18.579940795898,1000,8,1433693545,1433693545,1433693545,0
UMTS,372,1,37002,65718794,0,-72.243576,18.581543,1000,6,1446718529,1446718529,1446718529,0
UMTS,372,1,37002,65718797,0,-72.242661,18.582001,1000,4,1442225266,1442225266,1442225266,0
GSM,372,1,27008,24851,0,-72.244308,18.580215,1000,5,1444291306,1444291306,1444291306,0
GSM,372,1,27008,24843,0,-72.244109,18.576789,2476,10,1493852242,1493852242,1493852242,0
GSM,372,1,37002,24722,0,-72.244033813477,18.579940795898,1000,1,1433693576,1433693576,1433693576,0
GSM,372,1,27008,24722,0,-72.244033813477,18.579940795898,1000,1,1433693581,1433693581,1433693581,0
UMTS,372,1,37002,65719895,0,-72.282485961914,18.525009155273,1000,3,1440241575,1440241575,1440241575,0
UMTS,372,1,37002,65719893,0,-72.282567,18.525009,1000,51,1440252947,1440252947,1440252947,0
UMTS,372,1,37002,65724135,0,-72.282485961914,18.525009155273,1000,3,1440026469,1440026469,1440026469,0
UMTS,372,1,37002,65719904,0,-72.283058,18.525009,1000,12,1440252760,1440252760,1440252760,0
UMTS,372,1,37002,65719896,0,-72.282485961914,18.525009155273,1000,12,1440252804,1440252804,1440252804,0
UMTS,372,1,37002,65719898,0,-72.282485961914,18.525009155273,1000,4,1440244033,1440244033,1440244033,0
GSM,372,1,27003,30061,0,-72.278881,18.531054,5975,11,1494419083,1494419083,1494419083,0
GSM,372,1,27003,25823,0,-72.280957,18.524702,1000,13,1577743977,1577743977,1577743977,0
UMTS,372,1,30001,65702715,0,-72.699679,19.10321,1268,66,1505947414,1505947414,1505947414,0
UMTS,372,1,37001,65658397,0,-72.297592163086,18.57307434082,1000,1,1446657708,1446657708,1446657708,0
GSM,372,1,20001,10643,0,-72.698533,19.103376,1000,31,1505947580,1505947580,1505947580,0
GSM,372,1,27006,25088,0,-72.289352416992,18.567581176758,1000,1,1461050481,1461050481,1461050481,0
GSM,372,1,27008,24703,0,-72.289352416992,18.567581176758,1000,1,1461050481,1461050481,1461050481,0
GSM,372,1,27006,27572,0,-72.290725708008,18.567581176758,1000,1,1461050481,1461050481,1461050481,0
GSM,372,1,27009,31122,0,-72.585983,18.351974,1000,2,1478610047,1478610047,1478610047,0
GSM,372,1,27006,27403,0,-72.289352416992,18.567581176758,1000,1,1461050481,1461050481,1461050481,0
GSM,372,1,27006,27401,0,-72.290039,18.566208,1000,2,1463045987,1463045987,1463045987,0
GSM,372,1,27009,26283,0,-72.612076,18.4021,1154,2,1478610047,1478610047,1478610047,0
GSM,372,1,27009,26392,0,-72.59147644043,18.383560180664,1000,1,1468354195,1468354195,1468354195,0
GSM,372,1,27008,25522,0,-72.228927612305,18.531875610352,1000,1,1486302489,1486302489,1486302489,0
LTE,372,1,666,256513,0,-72.292098999023,18.568954467773,1000,1,1438252874,1438252874,1438252874,0
UMTS,372,1,20001,11693,0,-72.602028,19.14566,1000,2,1492540200,1492540200,1492540200,0
GSM,372,1,20001,12382,0,-72.43766784668,19.053726196289,1000,1,1453204067,1453204067,1453204067,0
GSM,372,1,20001,10963,0,-73.203964233398,19.745864868164,1000,1,1424328558,1424328558,1424328558,0
GSM,372,1,20001,11762,0,-72.478865,19.069519,3194,2,1474230752,1474230752,1474230752,0
GSM,372,1,20001,12281,0,-72.61344909668,19.151229858398,1000,1,1453204102,1453204102,1453204102,0
GSM,372,1,20001,11971,0,-72.485728,19.086686,5234,2,1474230752,1474230752,1474230752,0
GSM,372,1,20001,11953,0,-72.612762,19.150543,1079,2,1474230752,1474230752,1474230752,0
GSM,372,1,20001,11983,0,-72.495346069336,19.255599975586,1000,1,1443304447,1443304447,1443304447,0
GSM,372,1,24001,19441,0,-72.316818237305,19.700546264648,1000,1,1451335624,1451335624,1451335624,0
GSM,372,1,24003,19622,0,-72.212448120117,19.689559936523,1000,1,1452708450,1452708450,1452708450,0
GSM,372,1,24001,18741,0,-72.256393432617,19.718399047852,1000,1,1451335624,1451335624,1451335624,0
GSM,372,1,20001,12383,0,-72.456893920898,19.121017456055,1000,1,1453204067,1453204067,1453204067,0
GSM,372,1,23001,17623,0,-73.114700317383,18.373947143555,1000,1,1443647831,1443647831,1443647831,0
GSM,372,1,20001,12523,0,-72.927825,19.476738,20622,2,1474230752,1474230752,1474230752,0
GSM,372,1,20002,10543,0,-73.0305,19.632915,9397,4,1494580105,1494580105,1494580105,0
GSM,372,1,24002,19571,0,-72.200088500977,19.763717651367,1000,1,1457859947,1457859947,1457859947,0
GSM,372,1,24003,18952,0,-72.233047485352,19.58381652832,1000,1,1439882885,1439882885,1439882885,0
GSM,372,1,24003,18383,0,-72.241287231445,19.574203491211,1000,1,1439882885,1439882885,1439882885,0
GSM,372,1,20002,10523,0,-72.980822,19.608351,14919,4,1493806446,1493806446,1493806446,0
GSM,372,1,24002,18031,0,-72.215652,19.777908,1000,3,1490187552,1490187552,1490187552,0
GSM,372,1,24001,18532,0,-72.401962280273,19.699172973633,1000,1,1443373872,1443373872,1443373872,0
GSM,372,1,24002,18033,0,-72.220688,19.78466,1077,4,1490187552,1490187552,1490187552,0
GSM,372,1,21002,14502,0,-72.007827758789,19.164962768555,1000,1,1448136787,1448136787,1448136787,0
GSM,372,1,20002,10223,0,-73.058506,19.637737,1310,12,1492540200,1492540200,1492540200,0
GSM,372,1,24003,19873,0,-72.241287231445,19.574203491211,1000,1,1439882885,1439882885,1439882885,0
GSM,372,1,26002,22332,0,-72.27424621582,19.789810180664,1000,1,1455296408,1455296408,1455296408,0
GSM,372,1,25001,21148,0,-71.707077026367,19.548110961914,1000,1,1431694427,1431694427,1431694427,0
GSM,372,1,27002,24351,0,-72.26188659668,18.606033325195,1000,1,1455375801,1455375801,1455375801,0
GSM,372,1,27003,25553,0,-72.270126342773,18.537368774414,1000,1,1454220882,1454220882,1454220882,0
GSM,372,1,27002,24492,0,-72.263259887695,18.603286743164,1000,1,1455487004,1455487004,1455487004,0
GSM,372,1,27002,24153,0,-72.297592163086,18.666458129883,1000,1,1432708265,1432708265,1432708265,0
GSM,372,1,27003,29171,0,-72.280078,18.525383,1024,23,1494418867,1494418867,1494418867,0
GSM,372,1,27001,29973,0,-72.423934936523,18.546981811523,1000,1,1448092086,1448092086,1448092086,0
GSM,372,1,27002,24393,0,-72.346354,18.566898,6482,2,1486715631,1486715631,1486715631,0
GSM,372,1,27003,24891,0,-72.286605834961,18.515396118164,1000,2,1468307621,1468307621,1468307621,0
GSM,372,1,27003,25551,0,-72.270126342773,18.537368774414,1000,1,1454220882,1454220882,1454220882,0
GSM,372,1,27003,26463,0,-72.285919,18.515396,1000,2,1468307621,1468307621,1468307621,0
GSM,372,1,27001,30553,0,-72.37175,18.527069,1000,2,1484823373,1484823373,1484823373,0
GSM,372,1,26002,23113,0,-72.473373413086,19.821395874023,1000,1,1451335624,1451335624,1451335624,0
GSM,372,1,24003,20203,0,-72.212448120117,19.689559936523,1000,1,1452708450,1452708450,1452708450,0
GSM,372,1,27005,29023,0,-72.30583190918,18.546981811523,1000,1,1446481499,1446481499,1446481499,0
GSM,372,1,27003,29311,0,-72.269173,18.538341,1806,2,1493753427,1493753427,1493753427,0
GSM,372,1,27004,29653,0,-72.329177856445,18.527755737305,1000,1,1452796603,1452796603,1452796603,0
GSM,372,1,27004,25363,0,-72.342910766602,18.549728393555,1000,2,1460200464,1460200464,1460200464,0
GSM,372,1,27003,30333,0,-72.266805,18.568115,5287,18,1494416881,1494416881,1494416881,0
GSM,372,1,27005,26922,0,-72.303854,18.541453,1000,9,1506306153,1506306153,1506306153,0
GSM,372,1,27004,26961,0,-72.336044311523,18.548355102539,1000,1,1444035723,1444035723,1444035723,0
GSM,372,1,27003,30722,0,-72.281112670898,18.523635864258,1000,1,1452595583,1452595583,1452595583,0
GSM,372,1,27004,31201,0,-72.347031,18.549042,1000,6,1479687184,1479687184,1479687184,0
GSM,372,1,27005,25332,0,-72.298508,18.550644,1000,3,1481844853,1481844853,1481844853,0
GSM,372,1,27003,30642,0,-72.285233,18.522263,1000,2,1490770933,1490770933,1490770933,0
GSM,372,1,27008,25051,0,-72.249526977539,18.563461303711,1000,1,1446066015,1446066015,1446066015,0
GSM,372,1,27006,30812,0,-72.296223,18.587241,1000,2,1446718508,1446718508,1446718508,0
GSM,372,1,27007,26052,0,-72.32983,18.572961,1000,2,1505848952,1505848952,1505848952,0
GSM,372,1,27006,27602,0,-72.301712036133,18.577194213867,1000,1,1451335624,1451335624,1451335624,0
GSM,372,1,27006,29863,0,-72.29673,18.575213,1000,2,1679850987,1679850987,1679850987,0
GSM,372,1,27007,31183,0,-72.309265,18.549728,1000,2,1472799978,1472799978,1472799978,0
GSM,372,1,27007,25232,0,-72.314071655273,18.552474975586,1000,1,1446489536,1446489536,1446489536,0
GSM,372,1,27007,26051,0,-72.329636,18.573074,1000,3,1481014187,1481014187,1481014187,0
GSM,372,1,27006,27583,0,-72.287119,18.568947,1000,5,1494415238,1494415238,1494415238,0
GSM,372,1,27008,25161,0,-72.252027,18.557206,4078,9,1494418452,1494418452,1494418452,0
GSM,372,1,27006,24902,0,-72.295519,18.57552,1000,3,1679864766,1679864766,1679864766,0
GSM,372,1,27007,25253,0,-72.343597,18.551788,1000,2,1461555228,1461555228,1461555228,0
GSM,372,1,27007,26983,0,-72.318192,18.541832,1000,4,1488468475,1488468475,1488468475,0
GSM,372,1,27007,25241,0,-72.328491,18.559341,1000,2,1466581814,1466581814,1466581814,0
GSM,372,1,27006,29601,0,-72.270126,18.579483,1000,3,1490082134,1490082134,1490082134,0
GSM,372,1,27006,27773,0,-72.307892,18.582687,1000,2,1470815676,1470815676,1470815676,0
GSM,372,1,27007,28312,0,-72.345502,18.548157,1000,22,1505429750,1505429750,1505429750,0
GSM,372,1,27006,27481,0,-72.285232543945,18.571701049805,1000,2,1461747355,1461747355,1461747355,0
GSM,372,1,27007,27683,0,-72.330551147461,18.577194213867,1000,1,1436804556,1436804556,1436804556,0
GSM,372,1,27007,28313,0,-72.345109,18.549707,1583,21,1505432826,1505432826,1505432826,0
GSM,372,1,27006,24641,0,-72.263259887695,18.600540161133,1000,1,1455057057,1455057057,1455057057,0
GSM,372,1,29001,33833,0,-73.780746459961,18.194046020508,1000,1,1439911700,1439911700,1439911700,0
GSM,372,1,28001,33011,0,-72.53791809082,18.233871459961,1000,1,1425884085,1425884085,1425884085,0
GSM,372,1,29001,34101,0,-73.82194519043,18.303909301758,1000,1,1436985035,1436985035,1436985035,0
GSM,372,1,29001,33822,0,-73.749160766602,18.191299438477,1000,1,1450257345,1450257345,1450257345,0
GSM,372,1,27008,25921,0,-72.224807739258,18.527755737305,1000,1,1436728397,1436728397,1436728397,0
GSM,372,1,29001,33832,0,-73.780746459961,18.194046020508,1000,1,1439911700,1439911700,1439911700,0
GSM,372,1,29001,33212,0,-73.820571899414,18.305282592773,1000,1,1436985035,1436985035,1436985035,0
GSM,372,1,28001,32102,0,-72.518692016602,18.23112487793,1000,1,1450440567,1450440567,1450440567,0
GSM,372,1,28001,32343,0,-72.569504,18.283997,1000,2,1468354236,1468354236,1468354236,0
GSM,372,1,27008,26023,0,-72.202835083008,18.530502319336,1000,1,1426354602,1426354602,1426354602,0
GSM,372,1,20001,10923,0,-72.74528503418,19.020767211914,1000,1,1451335624,1451335624,1451335624,0
UMTS,372,1,20001,10442,0,-72.465487,19.528553,1000,7,1506028148,1506028148,1506028148,0
GSM,372,1,20001,10361,0,-72.464814,19.074293,3621,2,1492540200,1492540200,1492540200,0
GSM,372,1,20001,10443,0,-72.459555,19.552864,5624,3,1506027639,1506027639,1506027639,0
GSM,372,1,24001,19531,0,-72.309951782227,19.701919555664,1000,1,1451335624,1451335624,1451335624,0
GSM,372,1,24001,19383,0,-72.45964050293,19.526138305664,1000,1,1451335624,1451335624,1451335624,0
GSM,372,1,24002,18663,0,-72.209701538086,19.771957397461,1000,1,1453406970,1453406970,1453406970,0
GSM,372,1,24002,18108,0,-72.213821411133,19.743118286133,1000,1,1457859936,1457859936,1457859936,0
GSM,372,1,24001,18391,0,-72.292098999023,19.79118347168,1000,1,1455296408,1455296408,1455296408,0
GSM,372,1,20002,10123,0,-72.682755,19.456092,1000,3,1493768898,1493768898,1493768898,0
GSM,372,1,23001,17643,0,-73.114700317383,18.373947143555,1000,1,1443647831,1443647831,1443647831,0
GSM,372,1,24003,18292,0,-72.233047485352,19.58381652832,1000,1,1439882885,1439882885,1439882885,0
GSM,372,1,20001,12521,0,-72.659888,19.141458,5068,7,1492540200,1492540200,1492540200,0
GSM,372,1,24001,18263,0,-72.289352416992,19.866714477539,1000,1,1455349113,1455349113,1455349113,0
GSM,372,1,20002,10542,0,-73.006066,19.621854,25191,16,1493906346,1493906346,1493906346,0
GSM,372,1,24002,18043,0,-72.209701538086,19.76921081543,1000,1,1455040373,1455040373,1455040373,0
GSM,372,1,24001,18393,0,-72.454147338867,19.821395874023,1000,1,1455296408,1455296408,1455296408,0
